t / fs	F(t)*F(0) / (kcal/mole/A)^2	err[F(t)*F(0)] / (kcal/mole/A)^2	lambda / N*s/m^3	err[lambda] / N*s/m^3
2062.00	3.092451	1.080184	1240516.115314	68351.908481
2063.00	3.099768	1.079594	1240650.574005	68377.682467
2064.00	3.107157	1.078996	1240785.352013	68403.446095
2065.00	3.114610	1.078392	1240920.452298	68429.199114
2066.00	3.122120	1.077781	1241055.877498	68454.941266
2067.00	3.129680	1.077165	1241191.629923	68480.672291
2068.00	3.137281	1.076543	1241327.711552	68506.391926
2069.00	3.144917	1.075917	1241464.124035	68532.099904
2070.00	3.152578	1.075287	1241600.868683	68557.795954
2071.00	3.160259	1.074654	1241737.946476	68583.479804
2072.00	3.167950	1.074018	1241875.358052	68609.151176
2073.00	3.175644	1.073380	1242013.103711	68634.809790
2074.00	3.183334	1.072741	1242151.183415	68660.455366
2075.00	3.191010	1.072102	1242289.596782	68686.087618
2076.00	3.198667	1.071463	1242428.343089	68711.706259
2077.00	3.206294	1.070826	1242567.421269	68737.311001
2078.00	3.213885	1.070190	1242706.829912	68762.901554
2079.00	3.221432	1.069557	1242846.567262	68788.477624
2080.00	3.228926	1.068927	1242986.631216	68814.038921
2081.00	3.236360	1.068301	1243127.019324	68839.585152
2082.00	3.243726	1.067681	1243267.728786	68865.116027
2083.00	3.251015	1.067066	1243408.756454	68890.631258
2084.00	3.258219	1.066457	1243550.098826	68916.130564
2085.00	3.265330	1.065856	1243691.752048	68941.613666
2086.00	3.272341	1.065263	1243833.711912	68967.080296
2087.00	3.279242	1.064679	1243975.973853	68992.530190
2088.00	3.286026	1.064104	1244118.532950	69017.963098
2089.00	3.292684	1.063541	1244261.383924	69043.378781
2090.00	3.299208	1.062988	1244404.521138	69068.777015
2091.00	3.305590	1.062448	1244547.938597	69094.157591
2092.00	3.311821	1.061922	1244691.629947	69119.520317
2093.00	3.317894	1.061409	1244835.588480	69144.865021
2094.00	3.323800	1.060911	1244979.807131	69170.191552
2095.00	3.329532	1.060429	1245124.278487	69195.499779
2096.00	3.335081	1.059963	1245268.994786	69220.789596
2097.00	3.340439	1.059514	1245413.947925	69246.060922
2098.00	3.345600	1.059084	1245559.129470	69271.313700
2099.00	3.350554	1.058671	1245704.530655	69296.547904
2100.00	3.355296	1.058279	1245850.142401	69321.763533
2101.00	3.359819	1.057906	1245995.955321	69346.960619
2102.00	3.364115	1.057553	1246141.959734	69372.139218
2103.00	3.368179	1.057222	1246288.145678	69397.299422
2104.00	3.372004	1.056912	1246434.502927	69422.441349
2105.00	3.375586	1.056624	1246581.021004	69447.565148
2106.00	3.378918	1.056358	1246727.689201	69472.670997
2107.00	3.381996	1.056115	1246874.496597	69497.759103
2108.00	3.384816	1.055895	1247021.432074	69522.829701
2109.00	3.387375	1.055698	1247168.484342	69547.883054
2110.00	3.389668	1.055524	1247315.641958	69572.919453
2111.00	3.391693	1.055373	1247462.893345	69597.939214
2112.00	3.393448	1.055245	1247610.226814	69622.942681
2113.00	3.394931	1.055140	1247757.630586	69647.930222
2114.00	3.396140	1.055058	1247905.092814	69672.902231
2115.00	3.397075	1.054999	1248052.601598	69697.859125
2116.00	3.397735	1.054963	1248200.145011	69722.801344
2117.00	3.398120	1.054950	1248347.711114	69747.729352
2118.00	3.398230	1.054958	1248495.287975	69772.643633
2119.00	3.398067	1.054989	1248642.863689	69797.544694
2120.00	3.397631	1.055042	1248790.426388	69822.433063
2121.00	3.396924	1.055116	1248937.964266	69847.309289
2122.00	3.395947	1.055211	1249085.465584	69872.173941
2123.00	3.394704	1.055328	1249232.918690	69897.027611
2124.00	3.393195	1.055464	1249380.312028	69921.870907
2125.00	3.391424	1.055622	1249527.634151	69946.704461
2126.00	3.389394	1.055799	1249674.873736	69971.528921
2127.00	3.387107	1.055995	1249822.019587	69996.344957
2128.00	3.384568	1.056211	1249969.060653	70021.153257
2129.00	3.381779	1.056446	1250115.986030	70045.954526
2130.00	3.378746	1.056699	1250262.784978	70070.749487
2131.00	3.375470	1.056970	1250409.446924	70095.538877
2132.00	3.371958	1.057258	1250555.961477	70120.323447
2133.00	3.368212	1.057564	1250702.318431	70145.103960
2134.00	3.364239	1.057886	1250848.507779	70169.881190
2135.00	3.360042	1.058224	1250994.519718	70194.655919
2136.00	3.355627	1.058578	1251140.344663	70219.428933
2137.00	3.350999	1.058947	1251285.973254	70244.201022
2138.00	3.346164	1.059330	1251431.396363	70268.972976
2139.00	3.341127	1.059728	1251576.605111	70293.745582
2140.00	3.335895	1.060139	1251721.590869	70318.519619
2141.00	3.330473	1.060563	1251866.345277	70343.295859
2142.00	3.324868	1.060999	1252010.860248	70368.075057
2143.00	3.319087	1.061446	1252155.127982	70392.857952
2144.00	3.313137	1.061905	1252299.140974	70417.645264
2145.00	3.307024	1.062375	1252442.892029	70442.437686
2146.00	3.300757	1.062854	1252586.374264	70467.235884
2147.00	3.294342	1.063343	1252729.581127	70492.040490
2148.00	3.287789	1.063840	1252872.506399	70516.852104
2149.00	3.281104	1.064345	1253015.144206	70541.671284
2150.00	3.274296	1.064858	1253157.489027	70566.498548
2151.00	3.267373	1.065377	1253299.535701	70591.334370
2152.00	3.260344	1.065903	1253441.279434	70616.179176
2153.00	3.253218	1.066434	1253582.715799	70641.033347
2154.00	3.246003	1.066969	1253723.840746	70665.897211
2155.00	3.238707	1.067510	1253864.650601	70690.771046
2156.00	3.231340	1.068054	1254005.142068	70715.655079
2157.00	3.223910	1.068601	1254145.312226	70740.549483
2158.00	3.216425	1.069151	1254285.158531	70765.454381
2159.00	3.208895	1.069704	1254424.678808	70790.369840
2160.00	3.201328	1.070258	1254563.871248	70815.295875
2161.00	3.193731	1.070814	1254702.734400	70840.232451
2162.00	3.186112	1.071372	1254841.267166	70865.179477
2163.00	3.178480	1.071930	1254979.468787	70890.136816
2164.00	3.170842	1.072488	1255117.338836	70915.104278
2165.00	3.163206	1.073047	1255254.877205	70940.081627
2166.00	3.155577	1.073606	1255392.084093	70965.068580
2167.00	3.147963	1.074164	1255528.959993	70990.064814
2168.00	3.140369	1.074722	1255665.505677	71015.069958
2169.00	3.132803	1.075280	1255801.722183	71040.083608
2170.00	3.125269	1.075836	1255937.610803	71065.105322
2171.00	3.117773	1.076392	1256073.173063	71090.134625
2172.00	3.110320	1.076946	1256208.410717	71115.171012
2173.00	3.102914	1.077500	1256343.325726	71140.213950
2174.00	3.095561	1.078051	1256477.920248	71165.262885
2175.00	3.088263	1.078601	1256612.196624	71190.317241
2176.00	3.081025	1.079150	1256746.157368	71215.376422
2177.00	3.073850	1.079697	1256879.805151	71240.439820
2178.00	3.066742	1.080241	1257013.142795	71265.506815
2179.00	3.059704	1.080784	1257146.173259	71290.576782
2180.00	3.052738	1.081324	1257278.899629	71315.649089
2181.00	3.045847	1.081861	1257411.325112	71340.723102
2182.00	3.039034	1.082396	1257543.453025	71365.798192
2183.00	3.032300	1.082928	1257675.286788	71390.873734
2184.00	3.025649	1.083457	1257806.829913	71415.949114
2185.00	3.019082	1.083983	1257938.086004	71441.023728
2186.00	3.012600	1.084505	1258069.058742	71466.096990
2187.00	3.006205	1.085023	1258199.751886	71491.168332
2188.00	2.999900	1.085538	1258330.169262	71516.237207
2189.00	2.993685	1.086048	1258460.314759	71541.303092
2190.00	2.987561	1.086554	1258590.192328	71566.365491
2191.00	2.981530	1.087055	1258719.805974	71591.423936
2192.00	2.975593	1.087551	1258849.159754	71616.477989
2193.00	2.969752	1.088041	1258978.257775	71641.527243
2194.00	2.964006	1.088526	1259107.104195	71666.571324
2195.00	2.958358	1.089005	1259235.703216	71691.609894
2196.00	2.952809	1.089477	1259364.059093	71716.642649
2197.00	2.947359	1.089943	1259492.176130	71741.669318
2198.00	2.942010	1.090401	1259620.058682	71766.689667
2199.00	2.936764	1.090852	1259747.711164	71791.703495
2200.00	2.931621	1.091295	1259875.138050	71816.710637
2201.00	2.926583	1.091730	1260002.343882	71841.710959
2202.00	2.921653	1.092156	1260129.333275	71866.704361
2203.00	2.916832	1.092574	1260256.110924	71891.690774
2204.00	2.912122	1.092983	1260382.681612	71916.670159
2205.00	2.907525	1.093382	1260509.050215	71941.642505
2206.00	2.903045	1.093772	1260635.221714	71966.607828
2207.00	2.898683	1.094151	1260761.201202	71991.566172
2208.00	2.894442	1.094521	1260886.993887	72016.517601
2209.00	2.890326	1.094881	1261012.605106	72041.462202
2210.00	2.886337	1.095231	1261138.040325	72066.400084
2211.00	2.882478	1.095571	1261263.305149	72091.331374
2212.00	2.878754	1.095900	1261388.405325	72116.256213
2213.00	2.875167	1.096219	1261513.346744	72141.174759
2214.00	2.871721	1.096529	1261638.135447	72166.087184
2215.00	2.868419	1.096828	1261762.777622	72190.993670
2216.00	2.865265	1.097117	1261887.279604	72215.894408
2217.00	2.862261	1.097397	1262011.647870	72240.789599
2218.00	2.859412	1.097668	1262135.889038	72265.679452
2219.00	2.856719	1.097929	1262260.009861	72290.564183
2220.00	2.854186	1.098181	1262384.017210	72315.444015
2221.00	2.851815	1.098424	1262507.918074	72340.319178
2222.00	2.849608	1.098659	1262631.719541	72365.189904
2223.00	2.847568	1.098885	1262755.428784	72390.056432
2224.00	2.845695	1.099103	1262879.053046	72414.919006
2225.00	2.843990	1.099313	1263002.599623	72439.777876
2226.00	2.842454	1.099515	1263126.075842	72464.633294
2227.00	2.841088	1.099709	1263249.489040	72489.485522
2228.00	2.839890	1.099895	1263372.846546	72514.334821
2229.00	2.838859	1.100075	1263496.155652	72539.181463
2230.00	2.837994	1.100246	1263619.423595	72564.025723
2231.00	2.837293	1.100410	1263742.657530	72588.867878
2232.00	2.836752	1.100567	1263865.864507	72613.708212
2233.00	2.836370	1.100717	1263989.051445	72638.547014
2234.00	2.836141	1.100859	1264112.225114	72663.384578
2235.00	2.836062	1.100994	1264235.392104	72688.221199
2236.00	2.836128	1.101122	1264358.558812	72713.057180
2237.00	2.836334	1.101242	1264481.731414	72737.892822
2238.00	2.836673	1.101355	1264604.915852	72762.728436
2239.00	2.837141	1.101461	1264728.117813	72787.564334
2240.00	2.837730	1.101559	1264851.342717	72812.400832
2241.00	2.838434	1.101650	1264974.595701	72837.238252
2242.00	2.839246	1.101734	1265097.881611	72862.076919
2243.00	2.840160	1.101810	1265221.204993	72886.917164
2244.00	2.841167	1.101879	1265344.570089	72911.759323
2245.00	2.842262	1.101940	1265467.980829	72936.603739
2246.00	2.843436	1.101995	1265591.440836	72961.450758
2247.00	2.844683	1.102043	1265714.953426	72986.300733
2248.00	2.845996	1.102083	1265838.521609	73011.154023
2249.00	2.847368	1.102117	1265962.148096	73036.010991
2250.00	2.848793	1.102144	1266085.835309	73060.872001
2251.00	2.850264	1.102164	1266209.585388	73085.737423
2252.00	2.851774	1.102178	1266333.400199	73110.607627
2253.00	2.853319	1.102186	1266457.281349	73135.482981
2254.00	2.854892	1.102187	1266581.230195	73160.363856
2255.00	2.856488	1.102182	1266705.247853	73185.250615
2256.00	2.858102	1.102171	1266829.335214	73210.143621
2257.00	2.859729	1.102154	1266953.492953	73235.043229
2258.00	2.861364	1.102131	1267077.721541	73259.949786
2259.00	2.863004	1.102102	1267202.021250	73284.863633
2260.00	2.864644	1.102068	1267326.392168	73309.785098
2261.00	2.866279	1.102027	1267450.834200	73334.714499
2262.00	2.867906	1.101981	1267575.347078	73359.652142
2263.00	2.869522	1.101930	1267699.930365	73384.598320
2264.00	2.871121	1.101873	1267824.583455	73409.553316
2265.00	2.872701	1.101811	1267949.305578	73434.517399
2266.00	2.874257	1.101744	1268074.095800	73459.490825
2267.00	2.875786	1.101672	1268198.953020	73484.473835
2268.00	2.877284	1.101594	1268323.875967	73509.466656
2269.00	2.878747	1.101512	1268448.863199	73534.469502
2270.00	2.880170	1.101426	1268573.913099	73559.482574
2271.00	2.881550	1.101335	1268699.023866	73584.506057
2272.00	2.882882	1.101239	1268824.193513	73609.540125
2273.00	2.884161	1.101139	1268949.419862	73634.584937
2274.00	2.885384	1.101035	1269074.700536	73659.640639
2275.00	2.886544	1.100927	1269200.032957	73684.707362
2276.00	2.887638	1.100815	1269325.414337	73709.785225
2277.00	2.888661	1.100700	1269450.841679	73734.874331
2278.00	2.889607	1.100580	1269576.311769	73759.974770
2279.00	2.890472	1.100458	1269701.821178	73785.086615
2280.00	2.891250	1.100331	1269827.366258	73810.209923
2281.00	2.891936	1.100201	1269952.943142	73835.344737
2282.00	2.892527	1.100068	1270078.547751	73860.491082
2283.00	2.893016	1.099931	1270204.175792	73885.648967
2284.00	2.893398	1.099791	1270329.822764	73910.818384
2285.00	2.893671	1.099648	1270455.483964	73935.999308
2286.00	2.893828	1.099502	1270581.154494	73961.191698
2287.00	2.893866	1.099353	1270706.829270	73986.395493
2288.00	2.893781	1.099200	1270832.503030	74011.610615
2289.00	2.893570	1.099045	1270958.170348	74036.836967
2290.00	2.893228	1.098887	1271083.825640	74062.074437
2291.00	2.892752	1.098726	1271209.463178	74087.322891
2292.00	2.892140	1.098563	1271335.077103	74112.582181
2293.00	2.891389	1.098398	1271460.661436	74137.852140
2294.00	2.890497	1.098231	1271586.210093	74163.132582
2295.00	2.889462	1.098062	1271711.716893	74188.423307
2296.00	2.888281	1.097891	1271837.175575	74213.724096
2297.00	2.886954	1.097720	1271962.579804	74239.034718
2298.00	2.885479	1.097548	1272087.923190	74264.354921
2299.00	2.883855	1.097375	1272213.199290	74289.684441
2300.00	2.882082	1.097202	1272338.401623	74315.023000
2301.00	2.880158	1.097030	1272463.523677	74340.370307
2302.00	2.878084	1.096859	1272588.558918	74365.726057
2303.00	2.875858	1.096689	1272713.500794	74391.089938
2304.00	2.873482	1.096521	1272838.342742	74416.461626
2305.00	2.870954	1.096357	1272963.078196	74441.840790
2306.00	2.868275	1.096196	1273087.700588	74467.227093
2307.00	2.865445	1.096039	1273212.203352	74492.620193
2308.00	2.862464	1.095887	1273336.579926	74518.019745
2309.00	2.859332	1.095741	1273460.823757	74543.425400
2310.00	2.856049	1.095602	1273584.928298	74568.836812
2311.00	2.852616	1.095470	1273708.887015	74594.253633
2312.00	2.849033	1.095347	1273832.693385	74619.675518
2313.00	2.845300	1.095233	1273956.340896	74645.102124
2314.00	2.841418	1.095130	1274079.823054	74670.533116
2315.00	2.837387	1.095039	1274203.133380	74695.968160
2316.00	2.833207	1.094960	1274326.265414	74721.406933
2317.00	2.828879	1.094895	1274449.212718	74746.849121
2318.00	2.824404	1.094845	1274571.968880	74772.294420
2319.00	2.819783	1.094811	1274694.527520	74797.742538
2320.00	2.815016	1.094794	1274816.882291	74823.193194
2321.00	2.810104	1.094796	1274939.026890	74848.646125
2322.00	2.805049	1.094817	1275060.955063	74874.101084
2323.00	2.799851	1.094860	1275182.660615	74899.557846
2324.00	2.794514	1.094925	1275304.137414	74925.016202
2325.00	2.789038	1.095013	1275425.379410	74950.475969
2326.00	2.783426	1.095126	1275546.380639	74975.936986
2327.00	2.777680	1.095265	1275667.135237	75001.399116
2328.00	2.771803	1.095430	1275787.637454	75026.862249
2329.00	2.765798	1.095622	1275907.881666	75052.326305
2330.00	2.759669	1.095844	1276027.862390	75077.791230
2331.00	2.753418	1.096095	1276147.574294	75103.257000
2332.00	2.747051	1.096375	1276267.012218	75128.723618
2333.00	2.740571	1.096687	1276386.171183	75154.191119
2334.00	2.733984	1.097030	1276505.046410	75179.659566
2335.00	2.727294	1.097404	1276623.633328	75205.129051
2336.00	2.720506	1.097811	1276741.927595	75230.599691
2337.00	2.713627	1.098250	1276859.925107	75256.071629
2338.00	2.706663	1.098721	1276977.622013	75281.545031
2339.00	2.699618	1.099223	1277095.014725	75307.020086
2340.00	2.692501	1.099758	1277212.099931	75332.497003
2341.00	2.685317	1.100324	1277328.874605	75357.976010
2342.00	2.678074	1.100922	1277445.336018	75383.457350
2343.00	2.670779	1.101549	1277561.481747	75408.941285
2344.00	2.663439	1.102206	1277677.309681	75434.428086
2345.00	2.656062	1.102892	1277792.818032	75459.918035
2346.00	2.648654	1.103606	1277908.005341	75485.411424
2347.00	2.641225	1.104347	1278022.870484	75510.908555
2348.00	2.633781	1.105114	1278137.412679	75536.409734
2349.00	2.626332	1.105905	1278251.631491	75561.915274
2350.00	2.618885	1.106719	1278365.526836	75587.425495
2351.00	2.611448	1.107555	1278479.098987	75612.940717
2352.00	2.604030	1.108412	1278592.348577	75638.461264
2353.00	2.596639	1.109288	1278705.276602	75663.987463
2354.00	2.589284	1.110182	1278817.884427	75689.519642
2355.00	2.581973	1.111091	1278930.173785	75715.058132
2356.00	2.574714	1.112016	1279042.146779	75740.603263
2357.00	2.567517	1.112953	1279153.805884	75766.155367
2358.00	2.560390	1.113902	1279265.153949	75791.714776
2359.00	2.553341	1.114862	1279376.194192	75817.281822
2360.00	2.546379	1.115830	1279486.930200	75842.856837
2361.00	2.539512	1.116805	1279597.365930	75868.440155
2362.00	2.532749	1.117787	1279707.505696	75894.032107
2363.00	2.526097	1.118773	1279817.354169	75919.633023
2364.00	2.519565	1.119762	1279926.916370	75945.243235
2365.00	2.513161	1.120753	1280036.197656	75970.863069
2366.00	2.506890	1.121744	1280145.203712	75996.492847
2367.00	2.500762	1.122735	1280253.940537	76022.132890
2368.00	2.494781	1.123724	1280362.414428	76047.783507
2369.00	2.488956	1.124710	1280470.631966	76073.445006
2370.00	2.483291	1.125692	1280578.599994	76099.117680
2371.00	2.477791	1.126668	1280686.325594	76124.801815
2372.00	2.472462	1.127638	1280793.816067	76150.497682
2373.00	2.467308	1.128600	1280901.078909	76176.205539
2374.00	2.462332	1.129554	1281008.121779	76201.925629
2375.00	2.457537	1.130499	1281114.952476	76227.658175
2376.00	2.452925	1.131433	1281221.578904	76253.403380
2377.00	2.448497	1.132356	1281328.009045	76279.161425
2378.00	2.444255	1.133267	1281434.250919	76304.932467
2379.00	2.440197	1.134164	1281540.312558	76330.716636
2380.00	2.436323	1.135048	1281646.201962	76356.514031
2381.00	2.432631	1.135917	1281751.927068	76382.324723
2382.00	2.429117	1.136770	1281857.495712	76408.148746
2383.00	2.425779	1.137607	1281962.915589	76433.986102
2384.00	2.422612	1.138427	1282068.194216	76459.836754
2385.00	2.419611	1.139229	1282173.338893	76485.700627
2386.00	2.416768	1.140012	1282278.356663	76511.577607
2387.00	2.414077	1.140775	1282383.254276	76537.467537
2388.00	2.411530	1.141517	1282488.038150	76563.370218
2389.00	2.409117	1.142239	1282592.714334	76589.285408
2390.00	2.406830	1.142938	1282697.288470	76615.212817
2391.00	2.404658	1.143614	1282801.765765	76641.152113
2392.00	2.402588	1.144267	1282906.150951	76667.102915
2393.00	2.400611	1.144895	1283010.448261	76693.064796
2394.00	2.398712	1.145498	1283114.661400	76719.037284
2395.00	2.396880	1.146075	1283218.793519	76745.019859
2396.00	2.395100	1.146625	1283322.847199	76771.011953
2397.00	2.393359	1.147147	1283426.824428	76797.012954
2398.00	2.391643	1.147641	1283530.726595	76823.022206
2399.00	2.389938	1.148106	1283634.554473	76849.039007
2400.00	2.388229	1.148541	1283738.308224	76875.062613
2401.00	2.386503	1.148946	1283841.987389	76901.092241
2402.00	2.384745	1.149319	1283945.590904	76927.127067
2403.00	2.382942	1.149661	1284049.117099	76953.166234
2404.00	2.381080	1.149970	1284152.563722	76979.208846
2405.00	2.379147	1.150246	1284255.927949	77005.253978
2406.00	2.377131	1.150488	1284359.206415	77031.300672
2407.00	2.375019	1.150696	1284462.395238	77057.347944
2408.00	2.372801	1.150870	1284565.490051	77083.394780
2409.00	2.370468	1.151008	1284668.486040	77109.440145
2410.00	2.368010	1.151111	1284771.377983	77135.482978
2411.00	2.365419	1.151178	1284874.160289	77161.522202
2412.00	2.362688	1.151210	1284976.827048	77187.556721
2413.00	2.359813	1.151205	1285079.372073	77213.585420
2414.00	2.356787	1.151164	1285181.788953	77239.607173
2415.00	2.353608	1.151087	1285284.071101	77265.620837
2416.00	2.350273	1.150973	1285386.211803	77291.625260
2417.00	2.346781	1.150823	1285488.204268	77317.619275
2418.00	2.343132	1.150637	1285590.041682	77343.601708
2419.00	2.339328	1.150414	1285691.717250	77369.571376
2420.00	2.335369	1.150156	1285793.224245	77395.527086
2421.00	2.331260	1.149862	1285894.556055	77421.467639
2422.00	2.327004	1.149532	1285995.706220	77447.391828
2423.00	2.322606	1.149167	1286096.668474	77473.298442
2424.00	2.318072	1.148768	1286197.436780	77499.186262
2425.00	2.313408	1.148334	1286298.005361	77525.054068
2426.00	2.308621	1.147866	1286398.368731	77550.900633
2427.00	2.303719	1.147364	1286498.521715	77576.724733
2428.00	2.298710	1.146829	1286598.459473	77602.525141
2429.00	2.293601	1.146262	1286698.177512	77628.300629
2430.00	2.288401	1.145662	1286797.671704	77654.049975
2431.00	2.283119	1.145032	1286896.938288	77679.771961
2432.00	2.277763	1.144370	1286995.973879	77705.465378
2433.00	2.272342	1.143678	1287094.775468	77731.129025
2434.00	2.266865	1.142957	1287193.340418	77756.761719
2435.00	2.261340	1.142207	1287291.666463	77782.362291
2436.00	2.255775	1.141430	1287389.751696	77807.929595
2437.00	2.250178	1.140625	1287487.594560	77833.462509
2438.00	2.244557	1.139795	1287585.193838	77858.959941
2439.00	2.238919	1.138939	1287682.548637	77884.420830
2440.00	2.233271	1.138060	1287779.658374	77909.844156
2441.00	2.227620	1.137158	1287876.522758	77935.228939
2442.00	2.221971	1.136234	1287973.141775	77960.574247
2443.00	2.216331	1.135290	1288069.515670	77985.879198
2444.00	2.210705	1.134326	1288165.644928	78011.142965
2445.00	2.205098	1.133345	1288261.530257	78036.364780
2446.00	2.199513	1.132348	1288357.172570	78061.543936
2447.00	2.193957	1.131336	1288452.572965	78086.679793
2448.00	2.188431	1.130312	1288547.732711	78111.771779
2449.00	2.182939	1.129275	1288642.653227	78136.819395
2450.00	2.177485	1.128229	1288737.336068	78161.822214
2451.00	2.172071	1.127175	1288831.782909	78186.779884
2452.00	2.166698	1.126114	1288925.995526	78211.692131
2453.00	2.161370	1.125048	1289019.975786	78236.558762
2454.00	2.156087	1.123980	1289113.725629	78261.379659
2455.00	2.150851	1.122910	1289207.247054	78286.154787
2456.00	2.145662	1.121841	1289300.542111	78310.884185
2457.00	2.140522	1.120774	1289393.612883	78335.567973
2458.00	2.135430	1.119710	1289486.461474	78360.206346
2459.00	2.130387	1.118651	1289579.090002	78384.799574
2460.00	2.125393	1.117599	1289671.500585	78409.348001
2461.00	2.120447	1.116555	1289763.695330	78433.852041
2462.00	2.115549	1.115521	1289855.676326	78458.312176
2463.00	2.110698	1.114497	1289947.445633	78482.728955
2464.00	2.105893	1.113485	1290039.005274	78507.102989
2465.00	2.101134	1.112485	1290130.357224	78531.434951
2466.00	2.096417	1.111500	1290221.503409	78555.725572
2467.00	2.091743	1.110529	1290312.445693	78579.975637
2468.00	2.087110	1.109574	1290403.185876	78604.185982
2469.00	2.082516	1.108636	1290493.725688	78628.357494
2470.00	2.077959	1.107714	1290584.066788	78652.491107
2471.00	2.073437	1.106810	1290674.210759	78676.587800
2472.00	2.068950	1.105924	1290764.159113	78700.648595
2473.00	2.064495	1.105057	1290853.913286	78724.674556
2474.00	2.060070	1.104208	1290943.474648	78748.666784
2475.00	2.055675	1.103379	1291032.844502	78772.626419
2476.00	2.051308	1.102569	1291122.024099	78796.554640
2477.00	2.046969	1.101779	1291211.014638	78820.452655
2478.00	2.042655	1.101009	1291299.817286	78844.321710
2479.00	2.038368	1.100259	1291388.433187	78868.163079
2480.00	2.034108	1.099529	1291476.863477	78891.978069
2481.00	2.029873	1.098820	1291565.109301	78915.768014
2482.00	2.025666	1.098131	1291653.171832	78939.534277
2483.00	2.021488	1.097462	1291741.052287	78963.278245
2484.00	2.017340	1.096814	1291828.751953	78987.001329
2485.00	2.013225	1.096187	1291916.272201	79010.704960
2486.00	2.009146	1.095580	1292003.614508	79034.390589
2487.00	2.005105	1.094994	1292090.780480	79058.059682
2488.00	2.001106	1.094429	1292177.771870	79081.713719
2489.00	1.997153	1.093883	1292264.590598	79105.354189
2490.00	1.993251	1.093359	1292351.238766	79128.982591
2491.00	1.989404	1.092854	1292437.718682	79152.600427
2492.00	1.985619	1.092370	1292524.032870	79176.209197
2493.00	1.981899	1.091906	1292610.184087	79199.810405
2494.00	1.978252	1.091462	1292696.175336	79223.405544
2495.00	1.974682	1.091037	1292782.009876	79246.996102
2496.00	1.971197	1.090631	1292867.691236	79270.583553
2497.00	1.967803	1.090245	1292953.223218	79294.169354
2498.00	1.964506	1.089877	1293038.609912	79317.754942
2499.00	1.961314	1.089527	1293123.855693	79341.341730
2500.00	1.958232	1.089196	1293208.965235	79364.931106
2501.00	1.955268	1.088881	1293293.943507	79388.524426
2502.00	1.952429	1.088584	1293378.795779	79412.123016
2503.00	1.949722	1.088304	1293463.527624	79435.728164
2504.00	1.947154	1.088039	1293548.144916	79459.341122
2505.00	1.944731	1.087791	1293632.653832	79482.963103
2506.00	1.942461	1.087558	1293717.060846	79506.595278
2507.00	1.940350	1.087340	1293801.372732	79530.238778
2508.00	1.938406	1.087137	1293885.596557	79553.894687
2509.00	1.936633	1.086949	1293969.739676	79577.564048
2510.00	1.935041	1.086774	1294053.809726	79601.247856
2511.00	1.933633	1.086613	1294137.814620	79624.947064
2512.00	1.932417	1.086466	1294221.762541	79648.662579
2513.00	1.931398	1.086333	1294305.661926	79672.395263
2514.00	1.930581	1.086212	1294389.521460	79696.145931
2515.00	1.929973	1.086104	1294473.350062	79719.915357
2516.00	1.929578	1.086010	1294557.156874	79743.704265
2517.00	1.929400	1.085928	1294640.951242	79767.513334
2518.00	1.929444	1.085858	1294724.742703	79791.343197
2519.00	1.929713	1.085800	1294808.540965	79815.194443
2520.00	1.930211	1.085755	1294892.355890	79839.067612
2521.00	1.930941	1.085721	1294976.197472	79862.963200
2522.00	1.931905	1.085699	1295060.075819	79886.881658
2523.00	1.933104	1.085689	1295144.001126	79910.823388
2524.00	1.934540	1.085689	1295227.983657	79934.788751
2525.00	1.936214	1.085701	1295312.033715	79958.778062
2526.00	1.938125	1.085723	1295396.161621	79982.791595
2527.00	1.940274	1.085756	1295480.377687	80006.829577
2528.00	1.942658	1.085799	1295564.692189	80030.892198
2529.00	1.945277	1.085852	1295649.115342	80054.979603
2530.00	1.948128	1.085915	1295733.657272	80079.091899
2531.00	1.951208	1.085987	1295818.327987	80103.229152
2532.00	1.954514	1.086069	1295903.137353	80127.391389
2533.00	1.958040	1.086160	1295988.095066	80151.578598
2534.00	1.961783	1.086260	1296073.210625	80175.790730
2535.00	1.965737	1.086368	1296158.493307	80200.027698
2536.00	1.969895	1.086485	1296243.952143	80224.289380
2537.00	1.974252	1.086610	1296329.595891	80248.575614
2538.00	1.978801	1.086744	1296415.433019	80272.886205
2539.00	1.983533	1.086885	1296501.471674	80297.220925
2540.00	1.988442	1.087034	1296587.719673	80321.579511
2541.00	1.993518	1.087190	1296674.184476	80345.961666
2542.00	1.998753	1.087355	1296760.873170	80370.367065
2543.00	2.004137	1.087526	1296847.792458	80394.795350
2544.00	2.009662	1.087705	1296934.948639	80419.246137
2545.00	2.015318	1.087891	1297022.347597	80443.719012
2546.00	2.021094	1.088084	1297109.994793	80468.213540
2547.00	2.026981	1.088283	1297197.895250	80492.729257
2548.00	2.032969	1.088489	1297286.053547	80517.265679
2549.00	2.039046	1.088702	1297374.473813	80541.822301
2550.00	2.045202	1.088920	1297463.159717	80566.398599
2551.00	2.051427	1.089145	1297552.114468	80590.994028
2552.00	2.057709	1.089374	1297641.340802	80615.608030
2553.00	2.064038	1.089609	1297730.840986	80640.240032
2554.00	2.070403	1.089848	1297820.616811	80664.889445
2555.00	2.076793	1.090092	1297910.669590	80689.555672
2556.00	2.083196	1.090339	1298001.000154	80714.238104
2557.00	2.089602	1.090590	1298091.608852	80738.936122
2558.00	2.095999	1.090843	1298182.495548	80763.649101
