t / fs	F(t)*F(0) / (kcal/mole/A)^2	err[F(t)*F(0)] / (kcal/mole/A)^2	lambda / N*s/m^3	err[lambda] / N*s/m^3
2266.00	-5.863299	1.009528	566958.873781	38636.076117
2267.00	-5.871465	1.009453	566704.063525	38637.878513
2268.00	-5.879558	1.009377	566448.900234	38639.698187
2269.00	-5.887570	1.009300	566193.387243	38641.534231
2270.00	-5.895495	1.009223	565937.528190	38643.385703
2271.00	-5.903326	1.009145	565681.326998	38645.251631
2272.00	-5.911059	1.009067	565424.787854	38647.131020
2273.00	-5.918686	1.008988	565167.915192	38649.022849
2274.00	-5.926204	1.008910	564910.713664	38650.926077
2275.00	-5.933608	1.008832	564653.188126	38652.839647
2276.00	-5.940894	1.008754	564395.343608	38654.762485
2277.00	-5.948059	1.008677	564137.185296	38656.693505
2278.00	-5.955100	1.008600	563878.718506	38658.631607
2279.00	-5.962015	1.008523	563619.948658	38660.575684
2280.00	-5.968803	1.008446	563360.881258	38662.524617
2281.00	-5.975462	1.008370	563101.521872	38664.477281
2282.00	-5.981992	1.008295	562841.876105	38666.432540
2283.00	-5.988392	1.008220	562581.949577	38668.389255
2284.00	-5.994663	1.008146	562321.747906	38670.346279
2285.00	-6.000806	1.008073	562061.276687	38672.302458
2286.00	-6.006821	1.008000	561800.541470	38674.256635
2287.00	-6.012711	1.007928	561539.547747	38676.207645
2288.00	-6.018476	1.007857	561278.300935	38678.154320
2289.00	-6.024121	1.007788	561016.806356	38680.095485
2290.00	-6.029647	1.007720	560755.069228	38682.029963
2291.00	-6.035056	1.007655	560493.094648	38683.956570
2292.00	-6.040353	1.007591	560230.887588	38685.874121
2293.00	-6.045540	1.007530	559968.452876	38687.781431
2294.00	-6.050621	1.007472	559705.795196	38689.677314
2295.00	-6.055600	1.007417	559442.919072	38691.560584
2296.00	-6.060480	1.007366	559179.828873	38693.430060
2297.00	-6.065266	1.007320	558916.528800	38695.284567
2298.00	-6.069960	1.007278	558653.022884	38697.122938
2299.00	-6.074567	1.007243	558389.314991	38698.944015
2300.00	-6.079091	1.007213	558125.408813	38700.746655
2301.00	-6.083537	1.007190	557861.307875	38702.529728
2302.00	-6.087906	1.007174	557597.015533	38704.292122
2303.00	-6.092204	1.007166	557332.534978	38706.032744
2304.00	-6.096434	1.007167	557067.869243	38707.750526
2305.00	-6.100600	1.007176	556803.021200	38709.444421
2306.00	-6.104705	1.007195	556537.993572	38711.113408
2307.00	-6.108752	1.007225	556272.788934	38712.756494
2308.00	-6.112745	1.007265	556007.409719	38714.372713
2309.00	-6.116686	1.007316	555741.858227	38715.961131
2310.00	-6.120579	1.007379	555476.136626	38717.520843
2311.00	-6.124425	1.007453	555210.246964	38719.050978
2312.00	-6.128229	1.007541	554944.191173	38720.550697
2313.00	-6.131992	1.007640	554677.971074	38722.019197
2314.00	-6.135717	1.007753	554411.588386	38723.455709
2315.00	-6.139405	1.007879	554145.044732	38724.859496
2316.00	-6.143059	1.008019	553878.341647	38726.229860
2317.00	-6.146681	1.008171	553611.480582	38727.566138
2318.00	-6.150271	1.008338	553344.462914	38728.867700
2319.00	-6.153833	1.008518	553077.289950	38730.133956
2320.00	-6.157366	1.008712	552809.962934	38731.364349
2321.00	-6.160872	1.008919	552542.483056	38732.558360
2322.00	-6.164353	1.009140	552274.851458	38733.715508
2323.00	-6.167809	1.009375	552007.069241	38734.835349
2324.00	-6.171240	1.009623	551739.137471	38735.917478
2325.00	-6.174648	1.009884	551471.057186	38736.961527
2326.00	-6.178033	1.010158	551202.829406	38737.967164
2327.00	-6.181395	1.010446	550934.455133	38738.934098
2328.00	-6.184733	1.010746	550665.935366	38739.862076
2329.00	-6.188049	1.011060	550397.271103	38740.750882
2330.00	-6.191342	1.011385	550128.463344	38741.600341
2331.00	-6.194611	1.011724	549859.513104	38742.410314
2332.00	-6.197856	1.012074	549590.421411	38743.180704
2333.00	-6.201077	1.012436	549321.189317	38743.911450
2334.00	-6.204273	1.012810	549051.817894	38744.602533
2335.00	-6.207443	1.013195	548782.308244	38745.253969
2336.00	-6.210586	1.013591	548512.661496	38745.865816
2337.00	-6.213703	1.013997	548242.878808	38746.438166
2338.00	-6.216792	1.014414	547972.961369	38746.971148
2339.00	-6.219853	1.014840	547702.910393	38747.464927
2340.00	-6.222885	1.015275	547432.727120	38747.919704
2341.00	-6.225887	1.015719	547162.412809	38748.335710
2342.00	-6.228861	1.016171	546891.968737	38748.713209
2343.00	-6.231804	1.016630	546621.396187	38749.052493
2344.00	-6.234718	1.017096	546350.696448	38749.353883
2345.00	-6.237603	1.017567	546079.870798	38749.617722
2346.00	-6.240458	1.018043	545808.920503	38749.844376
2347.00	-6.243286	1.018523	545537.846804	38750.034232
2348.00	-6.246086	1.019007	545266.650910	38750.187693
2349.00	-6.248860	1.019493	544995.333986	38750.305177
2350.00	-6.251608	1.019981	544723.897145	38750.387113
2351.00	-6.254334	1.020470	544452.341441	38750.433938
2352.00	-6.257037	1.020958	544180.667859	38750.446095
2353.00	-6.259720	1.021445	543908.877310	38750.424032
2354.00	-6.262385	1.021931	543636.970623	38750.368198
2355.00	-6.265035	1.022414	543364.948543	38750.279038
2356.00	-6.267669	1.022893	543092.811725	38750.156997
2357.00	-6.270293	1.023368	542820.560734	38750.002511
2358.00	-6.272906	1.023838	542548.196044	38749.816010
2359.00	-6.275511	1.024302	542275.718039	38749.597914
2360.00	-6.278110	1.024760	542003.127017	38749.348632
2361.00	-6.280706	1.025210	541730.423197	38749.068560
2362.00	-6.283299	1.025652	541457.606718	38748.758082
2363.00	-6.285891	1.026085	541184.677653	38748.417566
2364.00	-6.288483	1.026509	540911.636016	38748.047365
2365.00	-6.291077	1.026923	540638.481768	38747.647819
2366.00	-6.293673	1.027326	540365.214828	38747.219253
2367.00	-6.296272	1.027719	540091.835087	38746.761976
2368.00	-6.298874	1.028099	539818.342413	38746.276286
2369.00	-6.301479	1.028467	539544.736666	38745.762466
2370.00	-6.304087	1.028822	539271.017705	38745.220790
2371.00	-6.306699	1.029163	538997.185401	38744.651521
2372.00	-6.309312	1.029491	538723.239649	38744.054912
2373.00	-6.311927	1.029804	538449.180371	38743.431208
2374.00	-6.314542	1.030101	538175.007532	38742.780649
2375.00	-6.317156	1.030383	537900.721143	38742.103469
2376.00	-6.319768	1.030649	537626.321273	38741.399899
2377.00	-6.322376	1.030897	537351.808054	38740.670170
2378.00	-6.324979	1.031128	537077.181686	38739.914515
2379.00	-6.327574	1.031341	536802.442448	38739.133165
2380.00	-6.330160	1.031536	536527.590699	38738.326359
2381.00	-6.332735	1.031711	536252.626885	38737.494338
2382.00	-6.335297	1.031866	535977.551541	38736.637349
2383.00	-6.337842	1.032002	535702.365301	38735.755650
2384.00	-6.340370	1.032116	535427.068895	38734.849506
2385.00	-6.342877	1.032209	535151.663157	38733.919191
2386.00	-6.345362	1.032281	534876.149027	38732.964992
2387.00	-6.347821	1.032331	534600.527554	38731.987209
2388.00	-6.350252	1.032359	534324.799897	38730.986153
2389.00	-6.352652	1.032364	534048.967330	38729.962148
2390.00	-6.355019	1.032347	533773.031240	38728.915533
2391.00	-6.357351	1.032307	533496.993131	38727.846659
2392.00	-6.359643	1.032244	533220.854626	38726.755892
2393.00	-6.361894	1.032158	532944.617463	38725.643615
2394.00	-6.364101	1.032050	532668.283494	38724.510220
2395.00	-6.366262	1.031919	532391.854689	38723.356119
2396.00	-6.368373	1.031766	532115.333130	38722.181735
2397.00	-6.370432	1.031591	531838.721007	38720.987504
2398.00	-6.372438	1.031394	531562.020619	38719.773878
2399.00	-6.374387	1.031175	531285.234366	38718.541318
2400.00	-6.376277	1.030934	531008.364746	38717.290298
2401.00	-6.378107	1.030673	530731.414350	38716.021303
2402.00	-6.379874	1.030391	530454.385852	38714.734826
2403.00	-6.381576	1.030088	530177.282010	38713.431370
2404.00	-6.383213	1.029765	529900.105653	38712.111446
2405.00	-6.384783	1.029423	529622.859675	38710.775569
2406.00	-6.386283	1.029061	529345.547034	38709.424262
2407.00	-6.387714	1.028681	529068.170735	38708.058047
2408.00	-6.389074	1.028282	528790.733833	38706.677451
2409.00	-6.390363	1.027865	528513.239418	38705.282998
2410.00	-6.391579	1.027431	528235.690614	38703.875214
2411.00	-6.392723	1.026981	527958.090569	38702.454619
2412.00	-6.393793	1.026514	527680.442447	38701.021733
2413.00	-6.394790	1.026031	527402.749427	38699.577068
2414.00	-6.395714	1.025534	527125.014690	38698.121133
2415.00	-6.396565	1.025022	526847.241414	38696.654428
2416.00	-6.397343	1.024497	526569.432770	38695.177443
2417.00	-6.398049	1.023960	526291.591913	38693.690660
2418.00	-6.398682	1.023410	526013.721974	38692.194550
2419.00	-6.399245	1.022850	525735.826056	38690.689569
2420.00	-6.399738	1.022280	525457.907228	38689.176164
2421.00	-6.400161	1.021702	525179.968517	38687.654766
2422.00	-6.400516	1.021115	524902.012902	38686.125791
2423.00	-6.400804	1.020522	524624.043310	38684.589639
2424.00	-6.401027	1.019924	524346.062612	38683.046694
2425.00	-6.401187	1.019321	524068.073615	38681.497320
2426.00	-6.401283	1.018715	523790.079060	38679.941866
2427.00	-6.401320	1.018108	523512.081618	38678.380660
2428.00	-6.401297	1.017500	523234.083890	38676.814008
2429.00	-6.401216	1.016893	522956.088402	38675.242200
2430.00	-6.401080	1.016288	522678.097610	38673.665503
2431.00	-6.400890	1.015687	522400.113894	38672.084161
2432.00	-6.400648	1.015090	522122.139567	38670.498400
2433.00	-6.400355	1.014500	521844.176877	38668.908420
2434.00	-6.400012	1.013916	521566.228008	38667.314400
2435.00	-6.399620	1.013341	521288.295092	38665.716493
2436.00	-6.399181	1.012775	521010.380214	38664.114830
2437.00	-6.398695	1.012220	520732.485424	38662.509516
2438.00	-6.398162	1.011677	520454.612746	38660.900634
2439.00	-6.397584	1.011146	520176.764193	38659.288239
2440.00	-6.396959	1.010628	519898.941780	38657.672364
2441.00	-6.396286	1.010125	519621.147541	38656.053014
2442.00	-6.395566	1.009636	519343.383547	38654.430172
2443.00	-6.394796	1.009163	519065.651921	38652.803795
2444.00	-6.393974	1.008707	518787.954860	38651.173816
2445.00	-6.393098	1.008267	518510.294656	38649.540146
2446.00	-6.392166	1.007845	518232.673709	38647.902674
2447.00	-6.391174	1.007441	517955.094555	38646.261266
2448.00	-6.390117	1.007054	517677.559885	38644.615771
2449.00	-6.388993	1.006687	517400.072557	38642.966020
2450.00	-6.387797	1.006338	517122.635623	38641.311829
2451.00	-6.386523	1.006007	516845.252340	38639.653000
2452.00	-6.385166	1.005696	516567.926184	38637.989325
2453.00	-6.383721	1.005404	516290.660867	38636.320587
2454.00	-6.382182	1.005131	516013.460345	38634.646562
2455.00	-6.380543	1.004877	515736.328824	38632.967023
2456.00	-6.378799	1.004641	515459.270768	38631.281746
2457.00	-6.376942	1.004425	515182.290898	38629.590505
2458.00	-6.374969	1.004226	514905.394191	38627.893085
2459.00	-6.372872	1.004046	514628.585876	38626.189275
2460.00	-6.370646	1.003883	514351.871430	38624.478880
2461.00	-6.368286	1.003738	514075.256559	38622.761717
2462.00	-6.365787	1.003610	513798.747194	38621.037618
2463.00	-6.363145	1.003498	513522.349467	38619.306439
2464.00	-6.360355	1.003402	513246.069698	38617.568054
2465.00	-6.357414	1.003322	512969.914370	38615.822365
2466.00	-6.354319	1.003256	512693.890110	38614.069296
2467.00	-6.351067	1.003205	512418.003659	38612.308802
2468.00	-6.347657	1.003167	512142.261853	38610.540870
2469.00	-6.344088	1.003143	511866.671590	38608.765515
2470.00	-6.340359	1.003130	511591.239810	38606.982790
2471.00	-6.336469	1.003129	511315.973460	38605.192780
2472.00	-6.332421	1.003139	511040.879475	38603.395607
2473.00	-6.328214	1.003159	510765.964747	38601.591430
2474.00	-6.323851	1.003188	510491.236106	38599.780445
2475.00	-6.319334	1.003225	510216.700289	38597.962884
2476.00	-6.314666	1.003271	509942.363927	38596.139020
2477.00	-6.309849	1.003323	509668.233519	38594.309157
2478.00	-6.304888	1.003382	509394.315416	38592.473639
2479.00	-6.299787	1.003447	509120.615806	38590.632841
2480.00	-6.294549	1.003516	508847.140694	38588.787171
2481.00	-6.289180	1.003591	508573.895898	38586.937069
2482.00	-6.283684	1.003668	508300.887027	38585.083000
2483.00	-6.278067	1.003750	508028.119476	38583.225456
2484.00	-6.272333	1.003834	507755.598418	38581.364950
2485.00	-6.266488	1.003920	507483.328787	38579.502014
2486.00	-6.260538	1.004008	507211.315277	38577.637196
2487.00	-6.254488	1.004098	506939.562328	38575.771058
2488.00	-6.248345	1.004189	506668.074120	38573.904173
2489.00	-6.242116	1.004281	506396.854561	38572.037119
2490.00	-6.235806	1.004373	506125.907281	38570.170482
2491.00	-6.229423	1.004466	505855.235622	38568.304847
2492.00	-6.222973	1.004559	505584.842626	38566.440803
2493.00	-6.216464	1.004652	505314.731030	38564.578936
2494.00	-6.209902	1.004745	505044.903251	38562.719829
2495.00	-6.203297	1.004838	504775.361380	38560.864060
2496.00	-6.196655	1.004931	504506.107172	38559.012202
2497.00	-6.189984	1.005024	504237.142038	38557.164821
2498.00	-6.183293	1.005117	503968.467037	38555.322472
2499.00	-6.176590	1.005210	503700.082871	38553.485705
2500.00	-6.169884	1.005304	503431.989881	38551.655057
2501.00	-6.163182	1.005397	503164.188045	38549.831054
2502.00	-6.156493	1.005491	502896.676974	38548.014210
2503.00	-6.149826	1.005586	502629.455916	38546.205027
2504.00	-6.143188	1.005682	502362.523764	38544.403993
2505.00	-6.136588	1.005778	502095.879055	38542.611580
2506.00	-6.130034	1.005876	501829.519983	38540.828247
2507.00	-6.123532	1.005976	501563.444411	38539.054436
2508.00	-6.117091	1.006077	501297.649883	38537.290572
2509.00	-6.110716	1.006180	501032.133642	38535.537062
2510.00	-6.104415	1.006285	500766.892646	38533.794298
2511.00	-6.098193	1.006393	500501.923590	38532.062649
2512.00	-6.092055	1.006504	500237.222928	38530.342471
2513.00	-6.086006	1.006618	499972.786893	38528.634096
2514.00	-6.080050	1.006735	499708.611523	38526.937837
2515.00	-6.074192	1.006856	499444.692684	38525.253987
2516.00	-6.068433	1.006981	499181.026095	38523.582817
2517.00	-6.062778	1.007110	498917.607349	38521.924576
2518.00	-6.057227	1.007245	498654.431941	38520.279491
2519.00	-6.051782	1.007384	498391.495284	38518.647771
2520.00	-6.046446	1.007529	498128.792737	38517.029600
2521.00	-6.041217	1.007679	497866.319617	38515.425143
2522.00	-6.036096	1.007835	497604.071219	38513.834543
2523.00	-6.031085	1.007998	497342.042833	38512.257924
2524.00	-6.026181	1.008166	497080.229753	38510.695389
2525.00	-6.021385	1.008341	496818.627291	38509.147026
2526.00	-6.016696	1.008522	496557.230783	38507.612901
2527.00	-6.012113	1.008710	496296.035598	38506.093070
2528.00	-6.007636	1.008903	496035.037140	38504.587570
2529.00	-6.003263	1.009104	495774.230852	38503.096429
2530.00	-5.998994	1.009310	495513.612215	38501.619662
2531.00	-5.994828	1.009522	495253.176751	38500.157277
2532.00	-5.990763	1.009740	494992.920016	38498.709273
2533.00	-5.986800	1.009963	494732.837600	38497.275643
2534.00	-5.982937	1.010190	494472.925123	38495.856377
2535.00	-5.979174	1.010422	494213.178230	38494.451463
2536.00	-5.975511	1.010658	493953.592588	38493.060885
2537.00	-5.971947	1.010896	493694.163883	38491.684632
2538.00	-5.968482	1.011137	493434.887812	38490.322690
2539.00	-5.965115	1.011380	493175.760087	38488.975050
2540.00	-5.961847	1.011623	492916.776429	38487.641708
2541.00	-5.958677	1.011866	492657.932567	38486.322663
2542.00	-5.955605	1.012108	492399.224242	38485.017919
2543.00	-5.952631	1.012348	492140.647203	38483.727485
2544.00	-5.949754	1.012585	491882.197217	38482.451377
2545.00	-5.946974	1.012817	491623.870068	38481.189617
2546.00	-5.944290	1.013045	491365.661565	38479.942233
2547.00	-5.941701	1.013267	491107.567549	38478.709257
2548.00	-5.939207	1.013481	490849.583904	38477.490727
2549.00	-5.936806	1.013687	490591.706561	38476.286684
2550.00	-5.934496	1.013885	490333.931511	38475.097171
2551.00	-5.932276	1.014072	490076.254818	38473.922236
2552.00	-5.930144	1.014248	489818.672627	38472.761925
2553.00	-5.928097	1.014413	489561.181175	38471.616282
2554.00	-5.926134	1.014565	489303.776807	38470.485349
2555.00	-5.924250	1.014703	489046.455981	38469.369162
2556.00	-5.922444	1.014828	488789.215284	38468.267752
2557.00	-5.920711	1.014938	488532.051435	38467.181142
2558.00	-5.919049	1.015032	488274.961299	38466.109342
2559.00	-5.917454	1.015111	488017.941891	38465.052352
2560.00	-5.915922	1.015173	487760.990383	38464.010159
2561.00	-5.914450	1.015219	487504.104107	38462.982734
2562.00	-5.913033	1.015247	487247.280561	38461.970033
2563.00	-5.911669	1.015258	486990.517402	38460.971991
2564.00	-5.910352	1.015251	486733.812450	38459.988525
2565.00	-5.909081	1.015226	486477.163685	38459.019531
2566.00	-5.907851	1.015183	486220.569236	38458.064881
2567.00	-5.906659	1.015122	485964.027379	38457.124424
2568.00	-5.905502	1.015043	485707.536526	38456.197985
2569.00	-5.904378	1.014945	485451.095210	38455.285364
2570.00	-5.903283	1.014829	485194.702078	38454.386334
2571.00	-5.902217	1.014695	484938.355874	38453.500642
2572.00	-5.901176	1.014543	484682.055421	38452.628006
2573.00	-5.900161	1.014373	484425.799612	38451.768117
2574.00	-5.899169	1.014186	484169.587388	38450.920642
2575.00	-5.898201	1.013980	483913.417721	38450.085215
2576.00	-5.897256	1.013758	483657.289599	38449.261446
2577.00	-5.896334	1.013519	483401.202009	38448.448918
2578.00	-5.895437	1.013263	483145.153918	38447.647186
2579.00	-5.894564	1.012991	482889.144264	38446.855779
2580.00	-5.893718	1.012703	482633.171936	38446.074202
2581.00	-5.892899	1.012399	482377.235767	38445.301933
2582.00	-5.892109	1.012080	482121.334521	38444.538426
2583.00	-5.891351	1.011746	481865.466884	38443.783111
2584.00	-5.890626	1.011399	481609.631462	38443.035396
2585.00	-5.889936	1.011037	481353.826773	38442.294664
2586.00	-5.889283	1.010662	481098.051248	38441.560279
2587.00	-5.888669	1.010274	480842.303235	38440.831585
2588.00	-5.888096	1.009874	480586.580996	38440.107903
2589.00	-5.887565	1.009461	480330.882723	38439.388539
2590.00	-5.887078	1.009037	480075.206537	38438.672778
2591.00	-5.886637	1.008603	479819.550507	38437.959892
2592.00	-5.886241	1.008158	479563.912657	38437.249134
2593.00	-5.885892	1.007703	479308.290985	38436.539744
2594.00	-5.885589	1.007238	479052.683474	38435.830950
2595.00	-5.885332	1.006764	478797.088113	38435.121971
2596.00	-5.885121	1.006282	478541.502913	38434.412019
2597.00	-5.884954	1.005791	478285.925924	38433.700296
2598.00	-5.884830	1.005293	478030.355254	38432.986007
2599.00	-5.884747	1.004788	477774.789085	38432.268350
2600.00	-5.884702	1.004276	477519.225689	38431.546528
2601.00	-5.884694	1.003758	477263.663446	38430.819745
2602.00	-5.884718	1.003234	477008.100855	38430.087214
2603.00	-5.884773	1.002705	476752.536550	38429.348153
2604.00	-5.884853	1.002172	476496.969308	38428.601795
2605.00	-5.884957	1.001635	476241.398059	38427.847384
2606.00	-5.885080	1.001094	475985.821892	38427.084178
2607.00	-5.885218	1.000551	475730.240064	38426.311455
2608.00	-5.885367	1.000006	475474.651996	38425.528507
2609.00	-5.885524	0.999459	475219.057279	38424.734649
2610.00	-5.885685	0.998912	474963.455669	38423.929214
2611.00	-5.885845	0.998365	474707.847086	38423.111555
2612.00	-5.886002	0.997818	474452.231607	38422.281050
2613.00	-5.886152	0.997273	474196.609461	38421.437095
2614.00	-5.886292	0.996731	473940.981019	38420.579113
2615.00	-5.886419	0.996191	473685.346789	38419.706548
2616.00	-5.886530	0.995656	473429.707399	38418.818870
2617.00	-5.886622	0.995125	473174.063592	38417.915569
2618.00	-5.886694	0.994599	472918.416215	38416.996161
2619.00	-5.886744	0.994080	472662.766205	38416.060189
2620.00	-5.886769	0.993567	472407.114579	38415.107217
2621.00	-5.886768	0.993063	472151.462426	38414.136835
2622.00	-5.886740	0.992567	471895.810892	38413.148660
2623.00	-5.886684	0.992081	471640.161176	38412.142333
2624.00	-5.886599	0.991605	471384.514519	38411.117519
2625.00	-5.886485	0.991139	471128.872194	38410.073908
2626.00	-5.886340	0.990686	470873.235502	38409.011216
2627.00	-5.886164	0.990245	470617.605767	38407.929181
2628.00	-5.885958	0.989816	470361.984329	38406.827565
2629.00	-5.885720	0.989402	470106.372537	38405.706151
2630.00	-5.885451	0.989001	469850.771755	38404.564743
2631.00	-5.885150	0.988616	469595.183347	38403.403164
2632.00	-5.884818	0.988246	469339.608682	38402.221257
2633.00	-5.884454	0.987891	469084.049134	38401.018879
2634.00	-5.884059	0.987553	468828.506072	38399.795904
2635.00	-5.883632	0.987231	468572.980867	38398.552221
2636.00	-5.883173	0.986926	468317.474888	38397.287728
2637.00	-5.882683	0.986639	468061.989499	38396.002336
2638.00	-5.882162	0.986369	467806.526062	38394.695963
2639.00	-5.881610	0.986116	467551.085936	38393.368537
2640.00	-5.881026	0.985882	467295.670474	38392.019992
2641.00	-5.880412	0.985664	467040.281025	38390.650264
2642.00	-5.879766	0.985465	466784.918935	38389.259298
2643.00	-5.879090	0.985283	466529.585545	38387.847040
2644.00	-5.878383	0.985119	466274.282196	38386.413437
2645.00	-5.877645	0.984972	466019.010224	38384.958438
2646.00	-5.876876	0.984842	465763.770970	38383.481992
2647.00	-5.876076	0.984729	465508.565779	38381.984048
2648.00	-5.875245	0.984632	465253.396001	38380.464555
2649.00	-5.874383	0.984551	464998.263001	38378.923459
2650.00	-5.873488	0.984485	464743.168163	38377.360702
2651.00	-5.872560	0.984433	464488.112892	38375.776223
2652.00	-5.871599	0.984396	464233.098627	38374.169956
2653.00	-5.870604	0.984371	463978.126849	38372.541831
2654.00	-5.869572	0.984359	463723.199086	38370.891771
2655.00	-5.868504	0.984359	463468.316928	38369.219693
2656.00	-5.867396	0.984370	463213.482032	38367.525511
2657.00	-5.866247	0.984390	462958.696140	38365.809130
2658.00	-5.865055	0.984419	462703.961086	38364.070450
2659.00	-5.863816	0.984455	462449.278811	38362.309366
2660.00	-5.862529	0.984499	462194.651373	38360.525768
2661.00	-5.861190	0.984548	461940.080959	38358.719539
2662.00	-5.859796	0.984601	461685.569900	38356.890559
2663.00	-5.858342	0.984658	461431.120678	38355.038701
2664.00	-5.856826	0.984717	461176.735942	38353.163838
2665.00	-5.855242	0.984776	460922.418515	38351.265836
2666.00	-5.853588	0.984836	460668.171407	38349.344562
2667.00	-5.851857	0.984893	460413.997816	38347.399880
2668.00	-5.850045	0.984948	460159.901146	38345.431654
2669.00	-5.848148	0.984999	459905.885003	38343.439750
2670.00	-5.846161	0.985045	459651.953207	38341.424033
2671.00	-5.844078	0.985084	459398.109793	38339.384374
2672.00	-5.841895	0.985116	459144.359012	38337.320643
2673.00	-5.839606	0.985140	458890.705335	38335.232719
2674.00	-5.837207	0.985153	458637.153446	38333.120488
2675.00	-5.834693	0.985156	458383.708244	38330.983842
2676.00	-5.832059	0.985148	458130.374835	38328.822685
2677.00	-5.829300	0.985126	457877.158528	38326.636929
2678.00	-5.826412	0.985092	457624.064826	38324.426502
2679.00	-5.823392	0.985043	457371.099416	38322.191343
2680.00	-5.820234	0.984979	457118.268159	38319.931408
2681.00	-5.816936	0.984900	456865.577078	38317.646672
2682.00	-5.813495	0.984805	456613.032342	38315.337123
2683.00	-5.809906	0.984693	456360.640256	38313.002772
2684.00	-5.806169	0.984564	456108.407239	38310.643648
2685.00	-5.802280	0.984419	455856.339813	38308.259799
2686.00	-5.798239	0.984255	455604.444580	38305.851300
2687.00	-5.794043	0.984074	455352.728208	38303.418245
2688.00	-5.789693	0.983876	455101.197409	38300.960756
2689.00	-5.785187	0.983660	454849.858925	38298.478977
2690.00	-5.780525	0.983427	454598.719502	38295.973081
2691.00	-5.775709	0.983176	454347.785875	38293.443265
2692.00	-5.770739	0.982908	454097.064748	38290.889757
2693.00	-5.765617	0.982624	453846.562771	38288.312812
2694.00	-5.760343	0.982323	453596.286526	38285.712717
2695.00	-5.754922	0.982007	453346.242504	38283.089786
2696.00	-5.749355	0.981674	453096.437090	38280.444363
2697.00	-5.743645	0.981327	452846.876540	38277.776823
2698.00	-5.737797	0.980966	452597.566967	38275.087571
2699.00	-5.731813	0.980590	452348.514321	38272.377039
2700.00	-5.725699	0.980201	452099.724375	38269.645687
2701.00	-5.719458	0.979800	451851.202707	38266.894004
2702.00	-5.713097	0.979387	451602.954681	38264.122503
2703.00	-5.706619	0.978962	451354.985438	38261.331723
2704.00	-5.700032	0.978527	451107.299872	38258.522224
2705.00	-5.693342	0.978081	450859.902622	38255.694589
2706.00	-5.686553	0.977627	450612.798052	38252.849420
2707.00	-5.679675	0.977163	450365.990242	38249.987335
2708.00	-5.672713	0.976692	450119.482969	38247.108965
2709.00	-5.665675	0.976212	449873.279694	38244.214953
2710.00	-5.658569	0.975726	449627.383551	38241.305948
2711.00	-5.651402	0.975234	449381.797332	38238.382602
2712.00	-5.644183	0.974735	449136.523473	38235.445570
2713.00	-5.636922	0.974232	448891.564042	38232.495505
2714.00	-5.629625	0.973723	448646.920729	38229.533051
2715.00	-5.622304	0.973210	448402.594833	38226.558844
2716.00	-5.614966	0.972692	448158.587252	38223.573506
2717.00	-5.607622	0.972171	447914.898471	38220.577641
2718.00	-5.600281	0.971647	447671.528555	38217.571831
2719.00	-5.592954	0.971119	447428.477137	38214.556636
2720.00	-5.585651	0.970588	447185.743413	38211.532586
2721.00	-5.578381	0.970055	446943.326132	38208.500185
2722.00	-5.571156	0.969520	446701.223594	38205.459903
2723.00	-5.563985	0.968982	446459.433643	38202.412175
2724.00	-5.556881	0.968443	446217.953662	38199.357401
2725.00	-5.549852	0.967901	445976.780574	38196.295941
2726.00	-5.542910	0.967358	445735.910838	38193.228120
2727.00	-5.536066	0.966814	445495.340452	38190.154221
2728.00	-5.529330	0.966268	445255.064951	38187.074489
2729.00	-5.522712	0.965721	445015.079417	38183.989128
2730.00	-5.516224	0.965173	444775.378475	38180.898299
2731.00	-5.509874	0.964623	444535.956308	38177.802123
2732.00	-5.503674	0.964073	444296.806656	38174.700680
2733.00	-5.497632	0.963522	444057.922836	38171.594010
2734.00	-5.491758	0.962971	443819.297743	38168.482110
2735.00	-5.486063	0.962419	443580.923865	38165.364937
2736.00	-5.480553	0.961866	443342.793301	38162.242405
2737.00	-5.475239	0.961314	443104.897770	38159.114388
2738.00	-5.470127	0.960762	442867.228630	38155.980717
2739.00	-5.465226	0.960210	442629.776897	38152.841185
2740.00	-5.460544	0.959659	442392.533264	38149.695544
2741.00	-5.456085	0.959109	442155.488116	38146.543505
2742.00	-5.451858	0.958560	441918.631557	38143.384740
2743.00	-5.447868	0.958014	441681.953430	38140.218883
2744.00	-5.444120	0.957470	441445.443337	38137.045528
2745.00	-5.440619	0.956928	441209.090664	38133.864232
2746.00	-5.437368	0.956390	440972.884603	38130.674515
2747.00	-5.434372	0.955855	440736.814178	38127.475858
2748.00	-5.431634	0.955325	440500.868263	38124.267709
2749.00	-5.429156	0.954800	440265.035614	38121.049483
2750.00	-5.426940	0.954280	440029.304883	38117.820560
2751.00	-5.424988	0.953766	439793.664648	38114.580288
2752.00	-5.423301	0.953258	439558.103433	38111.327986
2753.00	-5.421879	0.952758	439322.609729	38108.062945
2754.00	-5.420723	0.952265	439087.172017	38104.784429
2755.00	-5.419831	0.951780	438851.778786	38101.491677
2756.00	-5.419203	0.951303	438616.418556	38098.183911
2757.00	-5.418837	0.950835	438381.079896	38094.860330
2758.00	-5.418733	0.950377	438145.751437	38091.520119
2759.00	-5.418887	0.949928	437910.421896	38088.162452
2760.00	-5.419298	0.949490	437675.080084	38084.786493
2761.00	-5.419963	0.949061	437439.714923	38081.391401
2762.00	-5.420878	0.948644	437204.315461	38077.976335
