t / fs	F(t)*F(0) / (kcal/mole/A)^2	err[F(t)*F(0)] / (kcal/mole/A)^2	lambda / N*s/m^3	err[lambda] / N*s/m^3
5648.00	-1.060682	1.089141	26883.761227	38679.873303
5649.00	-1.057381	1.089015	26837.769328	38683.530911
5650.00	-1.054369	1.088867	26791.914509	38687.168113
5651.00	-1.051643	1.088696	26746.184289	38690.784270
5652.00	-1.049196	1.088504	26700.566409	38694.378790
5653.00	-1.047022	1.088291	26655.048853	38697.951130
5654.00	-1.045117	1.088059	26609.619868	38701.500797
5655.00	-1.043471	1.087808	26564.267989	38705.027345
5656.00	-1.042080	1.087540	26518.982048	38708.530380
5657.00	-1.040935	1.087255	26473.751192	38712.009556
5658.00	-1.040028	1.086955	26428.564893	38715.464578
5659.00	-1.039352	1.086640	26383.412960	38718.895199
5660.00	-1.038899	1.086312	26338.285539	38722.301219
5661.00	-1.038661	1.085970	26293.173124	38725.682488
5662.00	-1.038630	1.085617	26248.066555	38729.038899
5663.00	-1.038798	1.085253	26202.957019	38732.370391
5664.00	-1.039156	1.084880	26157.836049	38735.676948
5665.00	-1.039698	1.084497	26112.695523	38738.958593
5666.00	-1.040415	1.084106	26067.527655	38742.215392
5667.00	-1.041300	1.083709	26022.324995	38745.447452
5668.00	-1.042346	1.083304	25977.080424	38748.654914
5669.00	-1.043543	1.082894	25931.787149	38751.837955
5670.00	-1.044887	1.082479	25886.438695	38754.996788
5671.00	-1.046368	1.082060	25841.028907	38758.131658
5672.00	-1.047980	1.081637	25795.551941	38761.242842
5673.00	-1.049717	1.081212	25750.002265	38764.330642
5674.00	-1.051569	1.080784	25704.374659	38767.395394
5675.00	-1.053532	1.080355	25658.664213	38770.437455
5676.00	-1.055596	1.079924	25612.866334	38773.457211
5677.00	-1.057755	1.079493	25566.976745	38776.455068
5678.00	-1.060001	1.079061	25520.991495	38779.431457
5679.00	-1.062327	1.078630	25474.906965	38782.386828
5680.00	-1.064724	1.078200	25428.719881	38785.321650
5681.00	-1.067185	1.077771	25382.427320	38788.236412
5682.00	-1.069700	1.077344	25336.026724	38791.131618
5683.00	-1.072260	1.076918	25289.515915	38794.007787
5684.00	-1.074858	1.076496	25242.893109	38796.865455
5685.00	-1.077482	1.076075	25196.156927	38799.705169
5686.00	-1.080123	1.075658	25149.306418	38802.527486
5687.00	-1.082771	1.075244	25102.341063	38805.332977
5688.00	-1.085415	1.074835	25055.260799	38808.122219
5689.00	-1.088044	1.074429	25008.066028	38810.895801
5690.00	-1.090647	1.074028	24960.757630	38813.654314
5691.00	-1.093214	1.073632	24913.336975	38816.398358
5692.00	-1.095731	1.073241	24865.805931	38819.128535
5693.00	-1.098188	1.072856	24818.166871	38821.845450
5694.00	-1.100573	1.072477	24770.422677	38824.549712
5695.00	-1.102874	1.072105	24722.576745	38827.241927
5696.00	-1.105078	1.071740	24674.632981	38829.922702
5697.00	-1.107176	1.071383	24626.595797	38832.592645
5698.00	-1.109154	1.071034	24578.470105	38835.252358
5699.00	-1.111003	1.070694	24530.261311	38837.902445
5700.00	-1.112711	1.070364	24481.975292	38840.543501
5701.00	-1.114267	1.070044	24433.618389	38843.176121
5702.00	-1.115663	1.069735	24385.197383	38845.800892
5703.00	-1.116888	1.069438	24336.719475	38848.418398
5704.00	-1.117934	1.069154	24288.192256	38851.029214
5705.00	-1.118792	1.068883	24239.623687	38853.633909
5706.00	-1.119456	1.068626	24191.022062	38856.233046
5707.00	-1.119919	1.068383	24142.395980	38858.827177
5708.00	-1.120174	1.068156	24093.754311	38861.416846
5709.00	-1.120217	1.067945	24045.106159	38864.002585
5710.00	-1.120044	1.067751	23996.460826	38866.584917
5711.00	-1.119651	1.067574	23947.827777	38869.164351
5712.00	-1.119037	1.067415	23899.216599	38871.741385
5713.00	-1.118199	1.067274	23850.636964	38874.316500
5714.00	-1.117137	1.067152	23802.098592	38876.890166
5715.00	-1.115850	1.067048	23753.611215	38879.462832
5716.00	-1.114341	1.066964	23705.184540	38882.034933
5717.00	-1.112611	1.066898	23656.828214	38884.606884
5718.00	-1.110661	1.066852	23608.551792	38887.179083
5719.00	-1.108496	1.066825	23560.364706	38889.751904
5720.00	-1.106120	1.066818	23512.276237	38892.325704
5721.00	-1.103536	1.066829	23464.295486	38894.900814
5722.00	-1.100749	1.066860	23416.431351	38897.477544
5723.00	-1.097766	1.066909	23368.692509	38900.056177
5724.00	-1.094591	1.066977	23321.087389	38902.636971
5725.00	-1.091231	1.067062	23273.624166	38905.220161
5726.00	-1.087692	1.067165	23226.310738	38907.805952
5727.00	-1.083982	1.067285	23179.154717	38910.394526
5728.00	-1.080106	1.067421	23132.163422	38912.986038
5729.00	-1.076072	1.067573	23085.343869	38915.580615
5730.00	-1.071888	1.067740	23038.702769	38918.178362
5731.00	-1.067560	1.067921	22992.246518	38920.779358
5732.00	-1.063095	1.068115	22945.981202	38923.383656
5733.00	-1.058501	1.068322	22899.912595	38925.991292
5734.00	-1.053784	1.068541	22854.046156	38928.602277
5735.00	-1.048953	1.068770	22808.387034	38931.216608
5736.00	-1.044014	1.069008	22762.940067	38933.834261
5737.00	-1.038974	1.069255	22717.709789	38936.455198
5738.00	-1.033840	1.069509	22672.700429	38939.079371
5739.00	-1.028619	1.069770	22627.915918	38941.706719
5740.00	-1.023318	1.070036	22583.359889	38944.337173
5741.00	-1.017943	1.070307	22539.035683	38946.970660
5742.00	-1.012501	1.070580	22494.946351	38949.607102
5743.00	-1.006999	1.070856	22451.094654	38952.246421
5744.00	-1.001443	1.071134	22407.483070	38954.888541
5745.00	-0.995840	1.071412	22364.113792	38957.533391
5746.00	-0.990196	1.071689	22320.988730	38960.180905
5747.00	-0.984518	1.071966	22278.109511	38962.831025
5748.00	-0.978813	1.072240	22235.477477	38965.483704
5749.00	-0.973086	1.072512	22193.093688	38968.138907
5750.00	-0.967345	1.072781	22150.958914	38970.796614
5751.00	-0.961596	1.073047	22109.073639	38973.456819
5752.00	-0.955846	1.073308	22067.438056	38976.119531
5753.00	-0.950101	1.073564	22026.052063	38978.784777
5754.00	-0.944370	1.073816	21984.915263	38981.452599
5755.00	-0.938657	1.074062	21944.026959	38984.123061
5756.00	-0.932972	1.074303	21903.386153	38986.796242
5757.00	-0.927319	1.074538	21862.991547	38989.472239
5758.00	-0.921707	1.074768	21822.841537	38992.151168
5759.00	-0.916143	1.074993	21782.934220	38994.833163
5760.00	-0.910632	1.075211	21743.267387	38997.518376
5761.00	-0.905183	1.075424	21703.838534	39000.206978
5762.00	-0.899801	1.075632	21664.644862	39002.899154
5763.00	-0.894494	1.075834	21625.683282	39005.595109
5764.00	-0.889268	1.076030	21586.950424	39008.295063
5765.00	-0.884129	1.076222	21548.442646	39010.999253
5766.00	-0.879082	1.076409	21510.156046	39013.707934
5767.00	-0.874134	1.076591	21472.086474	39016.421372
5768.00	-0.869289	1.076769	21434.229545	39019.139850
5769.00	-0.864553	1.076942	21396.580660	39021.863664
5770.00	-0.859929	1.077110	21359.135019	39024.593124
5771.00	-0.855422	1.077275	21321.887644	39027.328551
5772.00	-0.851035	1.077435	21284.833399	39030.070277
5773.00	-0.846771	1.077592	21247.967011	39032.818648
5774.00	-0.842632	1.077744	21211.283096	39035.574013
5775.00	-0.838620	1.077893	21174.776179	39038.336733
5776.00	-0.834735	1.078037	21138.440727	39041.107177
5777.00	-0.830980	1.078178	21102.271167	39043.885718
5778.00	-0.827353	1.078314	21066.261916	39046.672736
5779.00	-0.823853	1.078445	21030.407410	39049.468615
5780.00	-0.820481	1.078572	20994.702125	39052.273742
5781.00	-0.817232	1.078694	20959.140608	39055.088508
5782.00	-0.814106	1.078811	20923.717504	39057.913302
5783.00	-0.811099	1.078922	20888.427576	39060.748516
5784.00	-0.808207	1.079028	20853.265739	39063.594539
5785.00	-0.805427	1.079127	20818.227075	39066.451756
5786.00	-0.802752	1.079219	20783.306863	39069.320549
5787.00	-0.800179	1.079304	20748.500600	39072.201296
5788.00	-0.797701	1.079381	20713.804020	39075.094367
5789.00	-0.795312	1.079450	20679.213115	39078.000125
5790.00	-0.793006	1.079511	20644.724157	39080.918925
5791.00	-0.790776	1.079562	20610.333709	39083.851113
5792.00	-0.788613	1.079605	20576.038645	39086.797024
5793.00	-0.786512	1.079637	20541.836161	39089.756982
5794.00	-0.784463	1.079659	20507.723790	39092.731295
5795.00	-0.782460	1.079670	20473.699408	39095.720262
5796.00	-0.780493	1.079670	20439.761246	39098.724163
5797.00	-0.778554	1.079660	20405.907896	39101.743262
5798.00	-0.776635	1.079637	20372.138314	39104.777807
5799.00	-0.774727	1.079603	20338.451825	39107.828027
5800.00	-0.772822	1.079557	20304.848124	39110.894127
5801.00	-0.770912	1.079498	20271.327274	39113.976292
5802.00	-0.768987	1.079428	20237.889703	39117.074685
5803.00	-0.767040	1.079346	20204.536202	39120.189442
5804.00	-0.765063	1.079251	20171.267919	39123.320671
5805.00	-0.763047	1.079144	20138.086348	39126.468453
5806.00	-0.760985	1.079026	20104.993324	39129.632834
5807.00	-0.758869	1.078895	20071.991011	39132.813831
5808.00	-0.756693	1.078753	20039.081890	39136.011422
5809.00	-0.754449	1.078599	20006.268744	39139.225549
5810.00	-0.752132	1.078434	19973.554646	39142.456116
5811.00	-0.749734	1.078258	19940.942939	39145.702985
5812.00	-0.747250	1.078071	19908.437224	39148.965976
5813.00	-0.744676	1.077874	19876.041332	39152.244861
5814.00	-0.742006	1.077667	19843.759312	39155.539370
5815.00	-0.739237	1.077449	19811.595405	39158.849180
5816.00	-0.736364	1.077222	19779.554020	39162.173924
5817.00	-0.733384	1.076986	19747.639712	39165.513181
5818.00	-0.730296	1.076741	19715.857155	39168.866481
5819.00	-0.727097	1.076488	19684.211115	39172.233303
5820.00	-0.723787	1.076226	19652.706420	39175.613075
5821.00	-0.720364	1.075957	19621.347935	39179.005171
5822.00	-0.716829	1.075680	19590.140530	39182.408915
5823.00	-0.713183	1.075397	19559.089046	39185.823582
5824.00	-0.709428	1.075106	19528.198272	39189.248392
5825.00	-0.705566	1.074809	19497.472905	39192.682517
5826.00	-0.701600	1.074506	19466.917523	39196.125079
5827.00	-0.697534	1.074197	19436.536555	39199.575154
5828.00	-0.693372	1.073882	19406.334249	39203.031768
5829.00	-0.689120	1.073561	19376.314638	39206.493902
5830.00	-0.684783	1.073236	19346.481518	39209.960494
5831.00	-0.680369	1.072905	19316.838415	39213.430441
5832.00	-0.675884	1.072570	19287.388557	39216.902601
5833.00	-0.671336	1.072229	19258.134855	39220.375796
5834.00	-0.666732	1.071884	19229.079872	39223.848814
5835.00	-0.662083	1.071535	19200.225810	39227.320411
5836.00	-0.657396	1.071180	19171.574482	39230.789316
5837.00	-0.652681	1.070822	19143.127304	39234.254234
5838.00	-0.647948	1.070458	19114.885273	39237.713849
5839.00	-0.643207	1.070090	19086.848961	39241.166829
5840.00	-0.638468	1.069718	19059.018504	39244.611827
5841.00	-0.633741	1.069341	19031.393593	39248.047491
5842.00	-0.629036	1.068960	19003.973475	39251.472462
5843.00	-0.624365	1.068574	18976.756951	39254.885382
5844.00	-0.619736	1.068184	18949.742377	39258.284895
5845.00	-0.615160	1.067789	18922.927673	39261.669654
5846.00	-0.610647	1.067389	18896.310327	39265.038322
5847.00	-0.606206	1.066985	18869.887411	39268.389576
5848.00	-0.601847	1.066576	18843.655591	39271.722113
5849.00	-0.597577	1.066163	18817.611146	39275.034649
5850.00	-0.593406	1.065746	18791.749988	39278.325928
5851.00	-0.589340	1.065325	18766.067682	39281.594718
5852.00	-0.585388	1.064899	18740.559470	39284.839820
5853.00	-0.581555	1.064470	18715.220301	39288.060067
5854.00	-0.577848	1.064037	18690.044854	39291.254326
5855.00	-0.574272	1.063601	18665.027570	39294.421506
5856.00	-0.570830	1.063161	18640.162682	39297.560550
5857.00	-0.567527	1.062718	18615.444249	39300.670446
5858.00	-0.564366	1.062273	18590.866184	39303.750226
5859.00	-0.561348	1.061826	18566.422292	39306.798967
5860.00	-0.558476	1.061376	18542.106295	39309.815794
5861.00	-0.555749	1.060925	18517.911872	39312.799879
5862.00	-0.553169	1.060472	18493.832687	39315.750447
5863.00	-0.550733	1.060019	18469.862419	39318.666774
5864.00	-0.548442	1.059565	18445.994789	39321.548188
5865.00	-0.546292	1.059110	18422.223595	39324.394069
5866.00	-0.544282	1.058655	18398.542729	39327.203857
5867.00	-0.542408	1.058200	18374.946204	39329.977043
5868.00	-0.540667	1.057746	18351.428178	39332.713177
5869.00	-0.539054	1.057292	18327.982968	39335.411865
5870.00	-0.537567	1.056839	18304.605068	39338.072769
5871.00	-0.536199	1.056387	18281.289163	39340.695609
5872.00	-0.534947	1.055936	18258.030137	39343.280160
5873.00	-0.533806	1.055486	18234.823083	39345.826254
5874.00	-0.532770	1.055037	18211.663308	39348.333780
5875.00	-0.531835	1.054590	18188.546331	39350.802681
5876.00	-0.530996	1.054143	18165.467886	39353.232956
5877.00	-0.530247	1.053698	18142.423917	39355.624660
5878.00	-0.529585	1.053253	18119.410573	39357.977899
5879.00	-0.529005	1.052810	18096.424199	39360.292833
5880.00	-0.528503	1.052367	18073.461328	39362.569673
